1.0e-2 1.0e-2 3.1479943709000003e-3
1.0e-2 0.1 8.857667899999996e-3
1.0e-2 0.2 1.52837152e-2
1.0e-2 0.3 2.1796047299999996e-2
1.0e-2 0.4 2.8394669600000002e-2
1.0e-2 0.5 3.507958750000001e-2
1.0e-2 0.6 4.185080639999999e-2
1.0e-2 0.7 4.8708331699999975e-2
1.0e-2 0.8 5.5652168799999964e-2
1.0e-2 0.9 6.268232310000003e-2
1.0e-2 0.99 6.908326763909996e-2

1.0 1.0e-2 0.227306909
1.0 0.1 0.197399
1.0 0.2 0.171232
1.0 0.3 0.152553
1.0 0.4 0.14141600000000004
1.0 0.5 0.137875
1.0 0.6 0.141984
1.0 0.7 0.15379700000000002
1.0 0.8 0.17336800000000002
1.0 0.9 0.20075100000000004
1.0 0.99 0.23211959100000004

2.0 1.0e-2 0.413181236
2.0 0.1 0.357356
2.0 0.2 0.30716800000000005
2.0 0.3 0.269652
2.0 0.4 0.24502400000000002
2.0 0.5 0.23349999999999999
2.0 0.6 0.23529599999999998
2.0 0.7 0.25062799999999996
2.0 0.8 0.279712
2.0 0.9 0.322764
2.0 0.99 0.373631964

3.0 1.0e-2 0.5583029810000001
3.0 0.1 0.48667100000000013
3.0 0.2 0.421408
3.0 0.3 0.3716970000000001
3.0 0.4 0.33802399999999994
3.0 0.5 0.320875
3.0 0.6 0.320736
3.0 0.7 0.338093
3.0 0.8 0.373432
3.0 0.9 0.4272390000000001
3.0 0.99 0.4918571189999999

4.0 1.0e-2 0.6626721439999999
4.0 0.1 0.5853440000000002
4.0 0.2 0.5139520000000001
4.0 0.3 0.45868799999999993
4.0 0.4 0.420416
4.0 0.5 0.4
4.0 0.6 0.398304
4.0 0.7 0.416192
4.0 0.8 0.45452800000000004
4.0 0.9 0.514176
4.0 0.99 0.5867950559999999

5.0 1.0e-2 0.7262887250000001
5.0 0.1 0.653375
5.0 0.2 0.5848000000000001
5.0 0.3 0.530625
5.0 0.4 0.49219999999999997
5.0 0.5 0.47087500000000004
5.0 0.6 0.46799999999999997
5.0 0.7 0.48492500000000005
5.0 0.8 0.5229999999999999
5.0 0.9 0.583575
5.0 0.99 0.6584457750000001

6.0 1.0e-2 0.7491527240000001
6.0 0.1 0.6907640000000002
6.0 0.2 0.633952
6.0 0.3 0.587508
6.0 0.4 0.553376
6.0 0.5 0.5335
6.0 0.6 0.529824
6.0 0.7 0.544292
6.0 0.8 0.5788480000000001
6.0 0.9 0.635436
6.0 0.99 0.706809276

7.0 1.0e-2 0.7312641410000001
7.0 0.1 0.6975110000000001
7.0 0.2 0.661408
7.0 0.3 0.6293370000000001
7.0 0.4 0.603944
7.0 0.5 0.5878750000000001
7.0 0.6 0.583776
7.0 0.7 0.5942930000000001
7.0 0.8 0.6220720000000001
7.0 0.9 0.669759
7.0 0.99 0.731885559

8.0 1.0e-2 0.672622976
8.0 0.1 0.6736160000000001
8.0 0.2 0.667168
8.0 0.3 0.656112
8.0 0.4 0.643904
8.0 0.5 0.634
8.0 0.6 0.6298560000000001
8.0 0.7 0.6349279999999999
8.0 0.8 0.652672
8.0 0.9 0.6865439999999999
8.0 0.99 0.733674624

9.0 1.0e-2 0.5732292290000001
9.0 0.1 0.619079
9.0 0.2 0.651232
9.0 0.3 0.6678330000000001
9.0 0.4 0.6732560000000001
9.0 0.5 0.671875
9.0 0.6 0.6680640000000001
9.0 0.7 0.6661969999999999
9.0 0.8 0.670648
9.0 0.9 0.685791
9.0 0.99 0.7121764709999999

10.0 1.0e-2 0.4330828999999999
10.0 0.1 0.5338999999999999
10.0 0.2 0.6136
10.0 0.3 0.6645000000000001
10.0 0.4 0.692
10.0 0.5 0.7015
10.0 0.6 0.6984
10.0 0.7 0.6880999999999999
10.0 0.8 0.6759999999999999
10.0 0.9 0.6675
10.0 0.99 0.6673911000000001

11.0 1.0e-2 0.25218398899999994
11.0 0.1 0.41807899999999987
11.0 0.2 0.554272
11.0 0.3 0.6461130000000002
11.0 0.4 0.7001360000000001
11.0 0.5 0.722875
11.0 0.6 0.7208640000000001
11.0 0.7 0.700637
11.0 0.8 0.6687280000000001
11.0 0.9 0.6316710000000001
11.0 0.99 0.599318511

12.0 1.0e-2 3.0532495999999812e-2
12.0 0.1 0.27161599999999986
12.0 0.2 0.47324800000000006
12.0 0.3 0.612672
12.0 0.4 0.6976640000000001
12.0 0.5 0.7359999999999999
12.0 0.6 0.7354560000000001
12.0 0.7 0.7038080000000001
12.0 0.8 0.648832
12.0 0.9 0.578304
12.0 0.99 0.5079587040000001


