"time","powercon2.negFlow.y","powercon2.posFlow.y","powercon1.negFlow.y","powercon1.posFlow.y","der(powercon2.negFlow.y)","der(powercon2.posFlow.y)","der(powercon1.negFlow.y)","der(powercon1.posFlow.y)","signalsource1.pulse1.T0","signalsource1.pulse1.y","signalsource1.trapezoid1.T0","signalsource1.trapezoid1.y","signalsource1.sine1.y","signalsource1.add3.u2","signalsource1.add3.u1","signalsource1.y","powercon2.posPower.y","powercon2.negPower.y","powercon2.negPower.u","powercon2.y","eta1.switch1.u3","eta1.switch1.u1","powercon1.posPower.y","powercon1.negPower.y","powercon1.negPower.u","signalsource1.pulse1.T_width","signalsource1.trapezoid1.counter2","signalsource1.trapezoid1.counter","eta1.switch1.u2","eta1.const.y","signalsource1.const.y","powercon1.negFlow.u","powercon1.posFlow.u","powercon1.gain2.u","powercon1.posPower.u","powercon1.u","powercon1.gain2.y","eta1.gain2.y","eta1.gain1.y","eta1.gain1.u","eta1.gain2.u","eta1.greaterequal1.u1","eta1.switch1.y","eta1.greaterequal1.u2","powercon2.negFlow.u","powercon2.posFlow.u","powercon2.gain2.u","powercon2.posPower.u","powercon2.u","powercon2.gain2.y","signalsource1.add2.y","signalsource1.add1.y","signalsource1.add3.y","signalsource1.add2.u2","signalsource1.add2.u1","signalsource1.add1.u2","signalsource1.add1.u1","eta1.y","eta1.u","powercon1.y","eta1.greaterequal1.y",
0,0,0,0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,-0,-0,0,0,0,0,-0,-0,0.5,-1,-1,1,0,0,-0,0,0,0,0,-0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,1,
0,0,0,0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,-0,-0,0,0,0,0,-0,-0,0.5,-1,-1,1,0,0,-0,0,0,0,0,-0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,1,
7.450580596923829e-10,-2.038032879811289e-10,2.038032879811289e-10,-2.264480977571245e-10,2.264480977571245e-10,0,4.21320406828942e-09,0,4.681337853654911e-09,0,0,0,0,4.681337853654911e-09,4.681337853654911e-09,0,4.681337853654911e-09,4.21320406828942e-09,0,-4.21320406828942e-09,4.21320406828942e-09,5.201486504061012e-09,4.21320406828942e-09,4.681337853654911e-09,0,-4.681337853654911e-09,0.5,-1,-1,1,0,0,0,4.681337853654911e-09,4.681337853654911e-09,4.681337853654911e-09,4.681337853654911e-09,-4.681337853654911e-09,5.201486504061012e-09,4.21320406828942e-09,4.681337853654911e-09,4.681337853654911e-09,4.681337853654911e-09,4.21320406828942e-09,0,0,4.21320406828942e-09,4.21320406828942e-09,4.21320406828942e-09,4.21320406828942e-09,-4.21320406828942e-09,4.681337853654911e-09,0,4.681337853654911e-09,4.681337853654911e-09,0,0,0,4.21320406828942e-09,4.681337853654911e-09,4.681337853654911e-09,1,
0.1,-2.038032879811289e-10,0.02735391824125198,-2.264480977571245e-10,0.03039324249027674,0,0.5290067270632258,0,0.5877852522924731,0,0,0,0,0.5877852522924731,0.5877852522924731,0,0.5877852522924731,0.5290067270632258,0,-0.5290067270632258,0.5290067270632258,0.6530947247694147,0.5290067270632258,0.5877852522924731,0,-0.5877852522924731,0.5,-1,-1,1,0,0,0,0.5877852522924731,0.5877852522924731,0.5877852522924731,0.5877852522924731,-0.5877852522924731,0.6530947247694147,0.5290067270632258,0.5877852522924731,0.5877852522924731,0.5877852522924731,0.5290067270632258,0,0,0.5290067270632258,0.5290067270632258,0.5290067270632258,0.5290067270632258,-0.5290067270632258,0.5877852522924731,0,0.5877852522924731,0.5877852522924731,0,0,0,0.5290067270632258,0.5877852522924731,0.5877852522924731,1,
0.1,-2.038032879811289e-10,0.02735391824125198,-2.264480977571245e-10,0.03039324249027674,0,0.5290067270632258,0,0.5877852522924731,0,0,0,0,0.5877852522924731,0.5877852522924731,0,0.5877852522924731,0.5290067270632258,0,-0.5290067270632258,0.5290067270632258,0.6530947247694147,0.5290067270632258,0.5877852522924731,0,-0.5877852522924731,0.5,-1,-1,1,0,0,0,0.5877852522924731,0.5877852522924731,0.5877852522924731,0.5877852522924731,-0.5877852522924731,0.6530947247694147,0.5290067270632258,0.5877852522924731,0.5877852522924731,0.5877852522924731,0.5290067270632258,0,0,0.5290067270632258,0.5290067270632258,0.5290067270632258,0.5290067270632258,-0.5290067270632258,0.5877852522924731,0,0.5877852522924731,0.5877852522924731,0,0,0,0.5290067270632258,0.5877852522924731,0.5877852522924731,1,
0.1000000007450581,-2.038032879811289e-10,0.02735391877486924,-2.264480977571245e-10,0.03039324308318481,0,0.5290067304717795,0,0.587785256079755,0,0,0,0,0.587785256079755,0.587785256079755,0,0.587785256079755,0.5290067304717795,0,-0.5290067304717795,0.5290067304717795,0.6530947289775055,0.5290067304717795,0.587785256079755,0,-0.587785256079755,0.5,-1,-1,1,0,0,0,0.587785256079755,0.587785256079755,0.587785256079755,0.587785256079755,-0.587785256079755,0.6530947289775055,0.5290067304717795,0.587785256079755,0.587785256079755,0.587785256079755,0.5290067304717795,0,0,0.5290067304717795,0.5290067304717795,0.5290067304717795,0.5290067304717795,-0.5290067304717795,0.587785256079755,0,0.587785256079755,0.587785256079755,0,0,0,0.5290067304717795,0.587785256079755,0.587785256079755,1,
0.2,-2.038032879811289e-10,0.0989714182491208,-2.264480977571245e-10,0.1099682424990208,0,0.8559508646656382,0,0.9510565162951535,0,0,0,0,0.9510565162951535,0.9510565162951535,0,0.9510565162951535,0.8559508646656382,0,-0.8559508646656382,0.8559508646656382,1.056729462550171,0.8559508646656382,0.9510565162951535,0,-0.9510565162951535,0.5,-1,-1,1,0,0,0,0.9510565162951535,0.9510565162951535,0.9510565162951535,0.9510565162951535,-0.9510565162951535,1.056729462550171,0.8559508646656382,0.9510565162951535,0.9510565162951535,0.9510565162951535,0.8559508646656382,0,0,0.8559508646656382,0.8559508646656382,0.8559508646656382,0.8559508646656382,-0.8559508646656382,0.9510565162951535,0,0.9510565162951535,0.9510565162951535,0,0,0,0.8559508646656382,0.9510565162951535,0.9510565162951535,1,
0.3,-2.038032879811289e-10,0.1874985896060822,-2.264480977571245e-10,0.2083317662289769,0,0.8559508646656382,0,0.9510565162951535,0,0,0,0,0.9510565162951535,0.9510565162951535,0,0.9510565162951535,0.8559508646656382,0,-0.8559508646656382,0.8559508646656382,1.056729462550171,0.8559508646656382,0.9510565162951535,0,-0.9510565162951535,0.5,-1,-1,1,0,0,0,0.9510565162951535,0.9510565162951535,0.9510565162951535,0.9510565162951535,-0.9510565162951535,1.056729462550171,0.8559508646656382,0.9510565162951535,0.9510565162951535,0.9510565162951535,0.8559508646656382,0,0,0.8559508646656382,0.8559508646656382,0.8559508646656382,0.8559508646656382,-0.8559508646656382,0.9510565162951535,0,0.9510565162951535,0.9510565162951535,0,0,0,0.8559508646656382,0.9510565162951535,0.9510565162951535,1,
0.4,-2.038032879811289e-10,0.259118787717486,-2.264480977571245e-10,0.2879097641305381,0,0.5290067270632259,0,0.5877852522924732,0,0,0,0,0.5877852522924732,0.5877852522924732,0,0.5877852522924732,0.5290067270632259,0,-0.5290067270632259,0.5290067270632259,0.6530947247694148,0.5290067270632259,0.5877852522924732,0,-0.5877852522924732,0.5,-1,-1,1,0,0,0,0.5877852522924732,0.5877852522924732,0.5877852522924732,0.5877852522924732,-0.5877852522924732,0.6530947247694148,0.5290067270632259,0.5877852522924732,0.5877852522924732,0.5877852522924732,0.5290067270632259,0,0,0.5290067270632259,0.5290067270632259,0.5290067270632259,0.5290067270632259,-0.5290067270632259,0.5877852522924732,0,0.5877852522924732,0.5877852522924732,0,0,0,0.5290067270632259,0.5877852522924732,0.5877852522924732,1,
0.4999999992549419,-2.038032879811289e-10,0.2864737000990548,-2.264480977571245e-10,0.3183041112211691,0,4.213204295747077e-09,0,4.68133810638564e-09,0,0,0,0,4.68133810638564e-09,4.68133810638564e-09,0,4.68133810638564e-09,4.213204295747077e-09,0,-4.213204295747077e-09,4.213204295747077e-09,5.201486784872934e-09,4.213204295747077e-09,4.68133810638564e-09,0,-4.68133810638564e-09,0.5,-1,-1,1,0,0,0,4.68133810638564e-09,4.68133810638564e-09,4.68133810638564e-09,4.68133810638564e-09,-4.68133810638564e-09,5.201486784872934e-09,4.213204295747077e-09,4.68133810638564e-09,4.68133810638564e-09,4.68133810638564e-09,4.213204295747077e-09,0,0,4.213204295747077e-09,4.213204295747077e-09,4.213204295747077e-09,4.213204295747077e-09,-4.213204295747077e-09,4.68133810638564e-09,0,4.68133810638564e-09,4.68133810638564e-09,0,0,0,4.213204295747077e-09,4.68133810638564e-09,4.68133810638564e-09,1,
0.5,-2.038032879811289e-10,0.2864737003028648,-2.264480977571245e-10,0.3183041114476246,0,1.10214571844014e-16,0,1.224606353822377e-16,0,0,0,0,1.224606353822377e-16,1.224606353822377e-16,0,1.224606353822377e-16,1.10214571844014e-16,0,-1.10214571844014e-16,1.10214571844014e-16,1.360673726469308e-16,1.10214571844014e-16,1.224606353822377e-16,0,-1.224606353822377e-16,0.5,-1,-1,1,0,0,0,1.224606353822377e-16,1.224606353822377e-16,1.224606353822377e-16,1.224606353822377e-16,-1.224606353822377e-16,1.360673726469308e-16,1.10214571844014e-16,1.224606353822377e-16,1.224606353822377e-16,1.224606353822377e-16,1.10214571844014e-16,0,0,1.10214571844014e-16,1.10214571844014e-16,1.10214571844014e-16,1.10214571844014e-16,-1.10214571844014e-16,1.224606353822377e-16,0,1.224606353822377e-16,1.224606353822377e-16,0,0,0,1.10214571844014e-16,1.224606353822377e-16,1.224606353822377e-16,1,
0.5,-2.038032879811289e-10,0.2864737003028648,-2.264480977571245e-10,0.3183041114476246,0,1.10214571844014e-16,0,1.224606353822377e-16,0,0,0,0,1.224606353822377e-16,1.224606353822377e-16,0,1.224606353822377e-16,1.10214571844014e-16,0,-1.10214571844014e-16,1.10214571844014e-16,1.360673726469308e-16,1.10214571844014e-16,1.224606353822377e-16,0,-1.224606353822377e-16,0.5,-1,-1,1,0,0,0,1.224606353822377e-16,1.224606353822377e-16,1.224606353822377e-16,1.224606353822377e-16,-1.224606353822377e-16,1.360673726469308e-16,1.10214571844014e-16,1.224606353822377e-16,1.224606353822377e-16,1.224606353822377e-16,1.10214571844014e-16,0,0,1.10214571844014e-16,1.10214571844014e-16,1.10214571844014e-16,1.10214571844014e-16,-1.10214571844014e-16,1.224606353822377e-16,0,1.224606353822377e-16,1.224606353822377e-16,0,0,0,1.10214571844014e-16,1.224606353822377e-16,1.224606353822377e-16,1,
0.500000000745058,-2.038032879811289e-10,0.2864737000990629,-2.264480977571245e-10,0.318304111221178,5.201486019305733e-09,0,4.681337417375159e-09,0,0,0,0,0,-4.681337417375159e-09,-4.681337417375159e-09,0,-4.681337417375159e-09,0,5.201486019305733e-09,5.201486019305733e-09,-5.201486019305733e-09,-5.201486019305733e-09,-4.213203675637644e-09,0,4.681337417375159e-09,4.681337417375159e-09,0.5,-1,-1,0,0,0,4.681337417375159e-09,0,-4.681337417375159e-09,-4.681337417375159e-09,-4.681337417375159e-09,4.681337417375159e-09,-5.201486019305733e-09,-4.213203675637644e-09,-4.681337417375159e-09,-4.681337417375159e-09,-4.681337417375159e-09,-5.201486019305733e-09,0,5.201486019305733e-09,0,-5.201486019305733e-09,-5.201486019305733e-09,-5.201486019305733e-09,5.201486019305733e-09,-4.681337417375159e-09,0,-4.681337417375159e-09,-4.681337417375159e-09,0,0,0,-5.201486019305733e-09,-4.681337417375159e-09,-4.681337417375159e-09,0,
0.5999999999999999,0.03377032702937916,0.2864737000990629,0.03039329428344863,0.318304111221178,0.6530947247694137,0,0.5877852522924722,0,0,0,0,0,-0.5877852522924722,-0.5877852522924722,0,-0.5877852522924722,0,0.6530947247694137,0.6530947247694137,-0.6530947247694137,-0.6530947247694137,-0.529006727063225,0,0.5877852522924722,0.5877852522924722,0.5,-1,-1,0,0,0,0.5877852522924722,0,-0.5877852522924722,-0.5877852522924722,-0.5877852522924722,0.5877852522924722,-0.6530947247694137,-0.529006727063225,-0.5877852522924722,-0.5877852522924722,-0.5877852522924722,-0.6530947247694137,0,0.6530947247694137,0,-0.6530947247694137,-0.6530947247694137,-0.6530947247694137,0.6530947247694137,-0.5877852522924722,0,-0.5877852522924722,-0.5877852522924722,0,0,0,-0.6530947247694137,-0.5877852522924722,-0.5877852522924722,0,
0.600000000745058,0.03377032728098771,0.2864737000990629,0.03039329450989633,0.318304111221178,0.6530947289775052,0,0.5877852560797546,0,0,0,0,0,-0.5877852560797546,-0.5877852560797546,0,-0.5877852560797546,0,0.6530947289775052,0.6530947289775052,-0.6530947289775052,-0.6530947289775052,-0.5290067304717792,0,0.5877852560797546,0.5877852560797546,0.5,-1,-1,0,0,0,0.5877852560797546,0,-0.5877852560797546,-0.5877852560797546,-0.5877852560797546,0.5877852560797546,-0.6530947289775052,-0.5290067304717792,-0.5877852560797546,-0.5877852560797546,-0.5877852560797546,-0.6530947289775052,0,0.6530947289775052,0,-0.6530947289775052,-0.6530947289775052,-0.6530947289775052,0.6530947289775052,-0.5877852560797546,0,-0.5877852560797546,-0.5877852560797546,0,0,0,-0.6530947289775052,-0.5877852560797546,-0.5877852560797546,0,
0.6782168529927729,0.1029278779757927,0.2864737000990629,0.09263509013522091,0.318304111221178,0.9999999986522967,0,0.899999998787067,0,0,0,0,0,-0.899999998787067,-0.899999998787067,0,-0.899999998787067,0,0.9999999986522967,0.9999999986522967,-0.9999999986522967,-0.9999999986522967,-0.8099999989083604,0,0.899999998787067,0.899999998787067,0.5,-1,-1,0,0,0,0.899999998787067,0,-0.899999998787067,-0.899999998787067,-0.899999998787067,0.899999998787067,-0.9999999986522967,-0.8099999989083604,-0.899999998787067,-0.899999998787067,-0.899999998787067,-0.9999999986522967,0,0.9999999986522967,0,-0.9999999986522967,-0.9999999986522967,-0.9999999986522967,0.9999999986522967,-0.899999998787067,0,-0.899999998787067,-0.899999998787067,0,0,0,-0.9999999986522967,-0.899999998787067,-0.899999998787067,0,
0.678216853737831,0.102927878634556,0.2864737000990629,0.09263509072810786,0.318304111221178,1,0,0.9000000008276149,0,0,0,0,0,-0.9000000008276149,-0.9000000008276149,0,-0.9000000008276149,0,1,1.000000000919572,-1.000000000919572,-1.000000000919572,-0.8100000007448535,0,0.9000000008276149,0.9000000008276149,0.5,-1,-1,0,0,0,0.9000000008276149,0,-0.9000000008276149,-0.9000000008276149,-0.9000000008276149,0.9000000008276149,-1.000000000919572,-0.8100000007448535,-0.9000000008276149,-0.9000000008276149,-0.9000000008276149,-1.000000000919572,0,1,0,-1.000000000919572,-1.000000000919572,-1.000000000919572,1.000000000919572,-0.9000000008276149,0,-0.9000000008276149,-0.9000000008276149,0,0,0,-1.000000000919572,-0.9000000008276149,-0.9000000008276149,0,
0.6999999992549419,0.1247110241516668,0.2864737000990629,0.1138609889348996,0.318304111221178,1,0,0.9510565148485405,0,0,0,0,0,-0.9510565148485405,-0.9510565148485405,0,-0.9510565148485405,0,1,1.056729460942823,-1.056729460942823,-1.056729460942823,-0.8559508633636864,0,0.9510565148485405,0.9510565148485405,0.5,-1,-1,0,0,0,0.9510565148485405,0,-0.9510565148485405,-0.9510565148485405,-0.9510565148485405,0.9510565148485405,-1.056729460942823,-0.8559508633636864,-0.9510565148485405,-0.9510565148485405,-0.9510565148485405,-1.056729460942823,0,1,0,-1.056729460942823,-1.056729460942823,-1.056729460942823,1.056729460942823,-0.9510565148485405,0,-0.9510565148485405,-0.9510565148485405,0,0,0,-1.056729460942823,-0.9510565148485405,-0.9510565148485405,0,
0.7,0.1247110248967249,0.2864737000990629,0.1138609896608979,0.318304111221178,1,0,0.9510565162951535,0,0,0,0,0,-0.9510565162951535,-0.9510565162951535,0,-0.9510565162951535,0,1,1.056729462550171,-1.056729462550171,-1.056729462550171,-0.8559508646656382,0,0.9510565162951535,0.9510565162951535,0.5,-1,-1,0,0,0,0.9510565162951535,0,-0.9510565162951535,-0.9510565162951535,-0.9510565162951535,0.9510565162951535,-1.056729462550171,-0.8559508646656382,-0.9510565162951535,-0.9510565162951535,-0.9510565162951535,-1.056729462550171,0,1,0,-1.056729462550171,-1.056729462550171,-1.056729462550171,1.056729462550171,-0.9510565162951535,0,-0.9510565162951535,-0.9510565162951535,0,0,0,-1.056729462550171,-0.9510565162951535,-0.9510565162951535,0,
