1.0e-2 0.030000
0.5 0.212132
1.0 0.300000
1.5 0.367423
2.0 0.424264
2.5 0.474342
3.0 0.519615
3.5 0.561249
4.0 0.600000
4.5 0.636396
5.0 0.670820
5.5 0.703562
6.0 0.734847
6.5 0.764853
7.0 0.793725
7.5 0.821584
8.0 0.848528
8.5 0.874643
9.0 0.900000

