"time","powercon3.negFlow.y","powercon3.posFlow.y","powercon2.negFlow.y","powercon2.posFlow.y","powercon1.negFlow.y","powercon1.posFlow.y","der(powercon3.negFlow.y)","der(powercon3.posFlow.y)","der(powercon2.negFlow.y)","der(powercon2.posFlow.y)","der(powercon1.negFlow.y)","der(powercon1.posFlow.y)","powercon3.posPower.y","powercon3.negPower.y","powercon3.negPower.u","powercon3.y","eta2.switch1.u3","eta2.switch1.u1","powercon2.posPower.y","powercon2.negPower.y","powercon2.negPower.u","powercon2.y","eta1.switch1.u3","eta1.switch1.u1","powercon1.posPower.y","powercon1.negPower.y","powercon1.negPower.u","signalsource1.pulse1.T0","signalsource1.pulse1.y","signalsource1.trapezoid1.T0","signalsource1.trapezoid1.y","signalsource1.sine1.y","signalsource1.add3.u2","signalsource1.add3.u1","signalsource1.y","signalsource1.pulse1.T_width","signalsource1.trapezoid1.counter2","signalsource1.trapezoid1.counter","eta2.switch1.u2","eta1.switch1.u2","signalsource1.const.y","eta1.const.y","eta2.const.y","signalsource1.add2.y","signalsource1.add1.y","signalsource1.add3.y","signalsource1.add2.u2","signalsource1.add2.u1","signalsource1.add1.u2","signalsource1.add1.u1","powercon1.negFlow.u","powercon1.posFlow.u","powercon1.gain2.u","powercon1.posPower.u","powercon1.u","powercon1.gain2.y","eta1.gain2.y","eta1.gain1.y","eta1.gain1.u","eta1.gain2.u","eta1.greaterequal1.u1","eta1.switch1.y","eta1.greaterequal1.u2","powercon2.negFlow.u","powercon2.posFlow.u","powercon2.gain2.u","powercon2.posPower.u","powercon2.u","powercon2.gain2.y","eta2.gain2.y","eta2.gain1.y","eta2.gain1.u","eta2.gain2.u","eta2.greaterequal1.u1","eta2.switch1.y","eta2.greaterequal1.u2","powercon3.negFlow.u","powercon3.posFlow.u","powercon3.gain2.u","powercon3.posPower.u","powercon3.u","powercon3.gain2.y","eta2.y","eta2.u","eta1.y","eta1.u","powercon1.y","eta1.greaterequal1.y","eta2.greaterequal1.y",
0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,3.125,-3.125,-3.125,-2,0,1,2.5,-2.5,-2.5,-0.4,0,1,1,0,0,0.25,0,0,0,-1,-1,0.5,-1,-1,0,0,-2.5,0,-3.125,0,-1,-1,0,0,-2.5,0,1,0,-1,-1,-1,1,-2.5,-0.4,-1,-1,-1,-2.5,0,1,0,-2.5,-2.5,-2.5,2.5,-3.125,-2,-2.5,-2.5,-2.5,-3.125,-3.125,1,0,-3.125,-3.125,-3.125,3.125,-3.125,-2.5,-2.5,-1,-1,0,0,
0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,3.125,-3.125,-3.125,-2,0,1,2.5,-2.5,-2.5,-0.4,0,1,1,0,0,0.25,0,0,0,-1,-1,0.5,-1,-1,0,0,-2.5,1.004947025823832e-264,1.485397064940387e-313,0,-1,-1,0,0,-2.5,0,1,0,-1,-1,-1,1,-2.5,-0.4,-1,-1,-1,-2.5,1.004947025823832e-264,1,0,-2.5,-2.5,-2.5,2.5,-3.125,-2,-2.5,-2.5,-2.5,-3.125,1.485397064940387e-313,1,0,-3.125,-3.125,-3.125,3.125,-3.125,-2.5,-2.5,-1,-1,0,0,
7.450580596923829e-10,7.450580596923829e-10,0,7.450580596923829e-10,0,7.450580596923829e-10,0,1,0,1,0,1,0,0,1,3.125,-3.125,-3.125,-2,0,1,2.5,-2.5,-2.5,-0.4,0,1,1,0,0,0.25,0,0,0,-1,-1,0.5,-1,-1,0,0,-2.5,1.004947025823832e-264,1.485397064940387e-313,0,-1,-1,0,0,-2.5,0,1,0,-1,-1,-1,1,-2.5,-0.4,-1,-1,-1,-2.5,1.004947025823832e-264,1,0,-2.5,-2.5,-2.5,2.5,-3.125,-2,-2.5,-2.5,-2.5,-3.125,1.485397064940387e-313,1,0,-3.125,-3.125,-3.125,3.125,-3.125,-2.5,-2.5,-1,-1,0,0,
0.1,0.1,0,0.1,0,0.1,0,1,0,1,0,1,0,0,1,3.125,-3.125,-3.125,-2,0,1,2.5,-2.5,-2.5,-0.4,0,1,1,0,0,0.25,0,0,0,-1,-1,0.5,-1,-1,0,0,-2.5,0,-3.125,0,-1,-1,0,0,-2.5,0,1,0,-1,-1,-1,1,-2.5,-0.4,-1,-1,-1,-2.5,0,1,0,-2.5,-2.5,-2.5,2.5,-3.125,-2,-2.5,-2.5,-2.5,-3.125,-3.125,1,0,-3.125,-3.125,-3.125,3.125,-3.125,-2.5,-2.5,-1,-1,0,0,
0.2,0.2,0,0.2,0,0.2,0,1,0,1,0,1,0,0,1,3.125,-3.125,-3.125,-2,0,1,2.5,-2.5,-2.5,-0.4,0,1,1,0,0,0.25,0,0,0,-1,-1,0.5,-1,-1,0,0,-2.5,0,-3.125,0,-1,-1,0,0,-2.5,0,1,0,-1,-1,-1,1,-2.5,-0.4,-1,-1,-1,-2.5,0,1,0,-2.5,-2.5,-2.5,2.5,-3.125,-2,-2.5,-2.5,-2.5,-3.125,-3.125,1,0,-3.125,-3.125,-3.125,3.125,-3.125,-2.5,-2.5,-1,-1,0,0,
0.25,0.25,0,0.25,0,0.25,0,1,0,1,0,1,0,0,1,3.125,-3.125,-3.125,-2,0,1,2.5,-2.5,-2.5,-0.4,0,1,1,0,0,0.25,0,0,0,-1,-1,0.5,-1,-1,0,0,-2.5,1.004947025823832e-264,1.485397064940387e-313,0,-1,-1,0,0,-2.5,0,1,0,-1,-1,-1,1,-2.5,-0.4,-1,-1,-1,-2.5,1.004947025823832e-264,1,0,-2.5,-2.5,-2.5,2.5,-3.125,-2,-2.5,-2.5,-2.5,-3.125,1.485397064940387e-313,1,0,-3.125,-3.125,-3.125,3.125,-3.125,-2.5,-2.5,-1,-1,0,0,
0.25,0.25,0,0.25,0,0.25,0,1,0,1,0,1,0,0,1,3.125,-3.125,-3.125,-2,0,1,2.5,-2.5,-2.5,-0.4,0,1,1,0,0,0.25,0,0,0,-1,-1,0.5,-1,-1,0,0,-2.5,1.004947025823832e-264,1.485397064940387e-313,0,-1,-1,0,0,-2.5,0,1,0,-1,-1,-1,1,-2.5,-0.4,-1,-1,-1,-2.5,1.004947025823832e-264,1,0,-2.5,-2.5,-2.5,2.5,-3.125,-2,-2.5,-2.5,-2.5,-3.125,1.485397064940387e-313,1,0,-3.125,-3.125,-3.125,3.125,-3.125,-2.5,-2.5,-1,-1,0,0,
0.25,0.25,0,0.25,0,0.25,0,1,0,1,0,1,0,0,1,3.125,-3.125,-3.125,-2,0,1,2.5,-2.5,-2.5,-0.4,0,1,1,0,0,0.25,0,0,0,-1,-1,0.5,-1,-1,0,0,-2.5,1.004947025823832e-264,1.485397064940387e-313,0,-1,-1,0,0,-2.5,0,1,0,-1,-1,-1,1,-2.5,-0.4,-1,-1,-1,-2.5,1.004947025823832e-264,1,0,-2.5,-2.5,-2.5,2.5,-3.125,-2,-2.5,-2.5,-2.5,-3.125,1.485397064940387e-313,1,0,-3.125,-3.125,-3.125,3.125,-3.125,-2.5,-2.5,-1,-1,0,0,
0.25,0.25,0,0.25,0,0.25,0,1,0,1,0,1,0,0,1,3.125,-3.125,-3.125,-2,0,1,2.5,-2.5,-2.5,-0.4,0,1,1,0,0,0.25,0,0,0,-1,-1,0.5,-1,-1,0,0,-2.5,0,-3.125,0,-1,-1,0,0,-2.5,0,1,0,-1,-1,-1,1,-2.5,-0.4,-1,-1,-1,-2.5,0,1,0,-2.5,-2.5,-2.5,2.5,-3.125,-2,-2.5,-2.5,-2.5,-3.125,-3.125,1,0,-3.125,-3.125,-3.125,3.125,-3.125,-2.5,-2.5,-1,-1,0,0,
0.2500000007450581,0.2500000007450581,0,0.2500000007450581,0,0.250000000372529,0,1,0,1,0,0.9999999850988386,0,0,1,3.124999953433871,-3.124999953433871,-3.124999953433871,-1.999999970197677,0,1,2.499999962747097,-2.499999962747097,-2.499999962747097,-0.3999999940395355,0,0.9999999850988386,0.9999999850988386,0,0,0.25,1.490116141589226e-08,0,0,-0.9999999850988386,-0.9999999850988386,0.5,-1,-1,0,0,-2.499999962747097,0,-3.124999953433871,0,-0.9999999850988386,-0.9999999850988386,0,0,-2.499999962747097,1.490116141589226e-08,0.9999999850988386,0,-0.9999999850988386,-0.9999999850988386,-0.9999999850988386,0.9999999850988386,-2.499999962747097,-0.3999999940395355,-0.9999999850988386,-0.9999999850988386,-0.9999999850988386,-2.499999962747097,0,1,0,-2.499999962747097,-2.499999962747097,-2.499999962747097,2.499999962747097,-3.124999953433871,-1.999999970197677,-2.499999962747097,-2.499999962747097,-2.499999962747097,-3.124999953433871,-3.124999953433871,1,0,-3.124999953433871,-3.124999953433871,-3.124999953433871,3.124999953433871,-3.124999953433871,-2.499999962747097,-2.499999962747097,-0.9999999850988386,-0.9999999850988386,0,0,
0.2799999992549421,0.2799999992549421,0,0.2799999992549421,0,0.2649999992391017,0,1,0,1,0,0.4000000149011587,0,0,1,1.250000046566121,-1.250000046566121,-1.250000046566121,-0.8000000298023174,0,1,1.000000037252897,-1.000000037252897,-1.000000037252897,-0.1600000059604635,0,0.4000000149011587,0.4000000149011587,0,0,0.25,0.5999999850988413,0,0,-0.4000000149011587,-0.4000000149011587,0.5,-1,-1,0,0,-1.000000037252897,0,-3.124999953433871,0,-0.4000000149011587,-0.4000000149011587,0,0,-1.000000037252897,0.5999999850988413,0.4000000149011587,0,-0.4000000149011587,-0.4000000149011587,-0.4000000149011587,0.4000000149011587,-1.000000037252897,-0.1600000059604635,-0.4000000149011587,-0.4000000149011587,-0.4000000149011587,-1.000000037252897,0,1,0,-1.000000037252897,-1.000000037252897,-1.000000037252897,1.000000037252897,-1.250000046566121,-0.8000000298023174,-1.000000037252897,-1.000000037252897,-1.000000037252897,-1.250000046566121,-3.124999953433871,1,0,-1.250000046566121,-1.250000046566121,-1.250000046566121,1.250000046566121,-1.250000046566121,-1.000000037252897,-1.000000037252897,-0.4000000149011587,-0.4000000149011587,0,0,
0.2800000000000001,0.2800000000000001,0,0.2800000000000001,0,0.2649999996116307,0,1,0,0.9999999999999931,0,0.3999999999999972,0,0,1,1.249999999999991,-1.249999999999991,-1.249999999999991,-0.7999999999999945,0,0.9999999999999931,0.9999999999999931,-0.9999999999999931,-0.9999999999999931,-0.1599999999999989,0,0.3999999999999972,0.3999999999999972,0,0,0.25,0.6000000000000028,0,0,-0.3999999999999972,-0.3999999999999972,0.5,-1,-1,0,0,-0.9999999999999931,0,-1.249999999999991,0,-0.3999999999999972,-0.3999999999999972,0,0,-0.9999999999999931,0.6000000000000028,0.3999999999999972,0,-0.3999999999999972,-0.3999999999999972,-0.3999999999999972,0.3999999999999972,-0.9999999999999931,-0.1599999999999989,-0.3999999999999972,-0.3999999999999972,-0.3999999999999972,-0.9999999999999931,0,0.9999999999999931,0,-0.9999999999999931,-0.9999999999999931,-0.9999999999999931,0.9999999999999931,-1.249999999999991,-0.7999999999999945,-0.9999999999999931,-0.9999999999999931,-0.9999999999999931,-1.249999999999991,-1.249999999999991,1,0,-1.249999999999991,-1.249999999999991,-1.249999999999991,1.249999999999991,-1.249999999999991,-0.9999999999999931,-0.9999999999999931,-0.3999999999999972,-0.3999999999999972,0,0,
0.2839999997615816,0.2839999997615816,0,0.2819999997120258,0,0.2657999994964408,0,1,0,0.8000000119209183,0,0.3200000047683673,0,0,1,1.000000014901148,-1.000000014901148,-1.000000014901148,-0.6400000095367346,0,0.8000000119209183,0.8000000119209183,-0.8000000119209183,-0.8000000119209183,-0.1280000019073469,0,0.3200000047683673,0.3200000047683673,0,0,0.25,0.6799999952316327,0,0,-0.3200000047683673,-0.3200000047683673,0.5,-1,-1,0,0,-0.8000000119209183,1.004947025823832e-264,1.485397064940387e-313,0,-0.3200000047683673,-0.3200000047683673,0,0,-0.8000000119209183,0.6799999952316327,0.3200000047683673,0,-0.3200000047683673,-0.3200000047683673,-0.3200000047683673,0.3200000047683673,-0.8000000119209183,-0.1280000019073469,-0.3200000047683673,-0.3200000047683673,-0.3200000047683673,-0.8000000119209183,1.004947025823832e-264,0.8000000119209183,0,-0.8000000119209183,-0.8000000119209183,-0.8000000119209183,0.8000000119209183,-1.000000014901148,-0.6400000095367346,-0.8000000119209183,-0.8000000119209183,-0.8000000119209183,-1.000000014901148,1.485397064940387e-313,1,0,-1.000000014901148,-1.000000014901148,-1.000000014901148,1.000000014901148,-1.000000014901148,-0.8000000119209183,-0.8000000119209183,-0.3200000047683673,-0.3200000047683673,0,0,
0.2840000003576281,0.2840000003576281,0,0.282000000010049,0,0.26579999961565,0,0.9999999776482458,0,0.7999999821185966,0,0.3199999928474386,0,0,0.9999999776482458,0.9999999776482458,-0.9999999776482458,-0.9999999776482458,-0.6399999856948773,0,0.7999999821185966,0.7999999821185966,-0.7999999821185966,-0.7999999821185966,-0.1279999971389754,0,0.3199999928474386,0.3199999928474386,0,0,0.25,0.6800000071525614,0,0,-0.3199999928474386,-0.3199999928474386,0.5,-1,-1,0,0,-0.7999999821185966,1.004947025823832e-264,1.485397064940387e-313,0,-0.3199999928474386,-0.3199999928474386,0,0,-0.7999999821185966,0.6800000071525614,0.3199999928474386,0,-0.3199999928474386,-0.3199999928474386,-0.3199999928474386,0.3199999928474386,-0.7999999821185966,-0.1279999971389754,-0.3199999928474386,-0.3199999928474386,-0.3199999928474386,-0.7999999821185966,1.004947025823832e-264,0.7999999821185966,0,-0.7999999821185966,-0.7999999821185966,-0.7999999821185966,0.7999999821185966,-0.9999999776482458,-0.6399999856948773,-0.7999999821185966,-0.7999999821185966,-0.7999999821185966,-0.9999999776482458,1.485397064940387e-313,0.9999999776482458,0,-0.9999999776482458,-0.9999999776482458,-0.9999999776482458,0.9999999776482458,-0.9999999776482458,-0.7999999821185966,-0.7999999821185966,-0.3199999928474386,-0.3199999928474386,0,0,
0.2999999990463257,0.2919999982664109,0,0.2883999983370754,0,0.2683599989464606,0,5.960464136145482e-08,0,4.768371308916386e-08,0,1.907348523566554e-08,0,0,5.960464136145482e-08,5.960464136145482e-08,-5.960464136145482e-08,-5.960464136145482e-08,-3.814697047133109e-08,0,4.768371308916386e-08,4.768371308916386e-08,-4.768371308916386e-08,-4.768371308916386e-08,-7.629394094266217e-09,0,1.907348523566554e-08,1.907348523566554e-08,0,0,0.25,0.9999999809265148,0,0,-1.907348523566554e-08,-1.907348523566554e-08,0.5,-1,-1,0,0,-4.768371308916386e-08,0,-0.9999999776482458,0,-1.907348523566554e-08,-1.907348523566554e-08,0,0,-4.768371308916386e-08,0.9999999809265148,1.907348523566554e-08,0,-1.907348523566554e-08,-1.907348523566554e-08,-1.907348523566554e-08,1.907348523566554e-08,-4.768371308916386e-08,-7.629394094266217e-09,-1.907348523566554e-08,-1.907348523566554e-08,-1.907348523566554e-08,-4.768371308916386e-08,0,4.768371308916386e-08,0,-4.768371308916386e-08,-4.768371308916386e-08,-4.768371308916386e-08,4.768371308916386e-08,-5.960464136145482e-08,-3.814697047133109e-08,-4.768371308916386e-08,-4.768371308916386e-08,-4.768371308916386e-08,-5.960464136145482e-08,-0.9999999776482458,5.960464136145482e-08,0,-5.960464136145482e-08,-5.960464136145482e-08,-5.960464136145482e-08,5.960464136145482e-08,-5.960464136145482e-08,-4.768371308916386e-08,-4.768371308916386e-08,-1.907348523566554e-08,-1.907348523566554e-08,0,0,
0.3,0.291999998743248,0,0.2883999987185451,0,0.2683599990990485,0,0,2.842170943040401e-16,0,3.552713678800501e-16,0,8.881784197001252e-16,2.842170943040401e-16,0,-2.842170943040401e-16,2.842170943040401e-16,4.440892098500626e-16,2.842170943040401e-16,3.552713678800501e-16,0,-3.552713678800501e-16,3.552713678800501e-16,2.220446049250313e-15,3.552713678800501e-16,8.881784197001252e-16,0,-8.881784197001252e-16,0,0,0.25,1.000000000000001,0,0,8.881784197001252e-16,8.881784197001252e-16,0.5,-1,-1,1,1,3.552713678800501e-16,0,4.440892098500626e-16,0,8.881784197001252e-16,8.881784197001252e-16,0,0,3.552713678800501e-16,1.000000000000001,0,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,-8.881784197001252e-16,2.220446049250313e-15,3.552713678800501e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,3.552713678800501e-16,0,0,3.552713678800501e-16,3.552713678800501e-16,3.552713678800501e-16,3.552713678800501e-16,-3.552713678800501e-16,4.440892098500626e-16,2.842170943040401e-16,3.552713678800501e-16,3.552713678800501e-16,3.552713678800501e-16,2.842170943040401e-16,4.440892098500626e-16,0,2.842170943040401e-16,2.842170943040401e-16,2.842170943040401e-16,2.842170943040401e-16,-2.842170943040401e-16,2.842170943040401e-16,3.552713678800501e-16,3.552713678800501e-16,8.881784197001252e-16,8.881784197001252e-16,1,1,
0.349999999254942,0.291999998743248,0.01600013849162236,0.2883999987185451,0.02000017311452787,0.2683599990990485,0.0500004327863198,0,0.3199999952316286,0,0.3999999940395357,0,0.9999999850988393,0.3199999952316286,0,-0.3199999952316286,0.3199999952316286,0.4999999925494197,0.3199999952316286,0.3999999940395357,0,-0.3999999940395357,0.3999999940395357,2.499999962747098,0.3999999940395357,0.9999999850988393,0,-0.9999999850988393,0,0,0.25,1.999999985098839,0,0,0.9999999850988393,0.9999999850988393,0.5,-1,-1,1,1,0.3999999940395357,0,4.440892098500626e-16,0,0.9999999850988393,0.9999999850988393,0,0,0.3999999940395357,1.999999985098839,0,0.9999999850988393,0.9999999850988393,0.9999999850988393,0.9999999850988393,-0.9999999850988393,2.499999962747098,0.3999999940395357,0.9999999850988393,0.9999999850988393,0.9999999850988393,0.3999999940395357,0,0,0.3999999940395357,0.3999999940395357,0.3999999940395357,0.3999999940395357,-0.3999999940395357,0.4999999925494197,0.3199999952316286,0.3999999940395357,0.3999999940395357,0.3999999940395357,0.3199999952316286,4.440892098500626e-16,0,0.3199999952316286,0.3199999952316286,0.3199999952316286,0.3199999952316286,-0.3199999952316286,0.3199999952316286,0.3999999940395357,0.3999999940395357,0.9999999850988393,0.9999999850988393,1,1,
0.35,0.291999998743248,0.01600013873004301,0.2883999987185451,0.02000017341255368,0.2683599990990485,0.05000043353138432,0,0.3200000000000001,0,0.4,0,1,0.3200000000000001,0,-0.3200000000000001,0.3200000000000001,0.5,0.3200000000000001,0.4,0,-0.4,0.4,2.5,0.4,1,0,-1,0,0,0.25,2,0,0,1,1,0.5,-1,-1,1,1,0.4,0.02000017341255368,0.5,0,1,1,0,0,0.4,2,0,1,1,1,1,-1,2.5,0.4,1,1,1,0.4,0.02000017341255368,0,0.4,0.4,0.4,0.4,-0.4,0.5,0.3200000000000001,0.4,0.4,0.4,0.3200000000000001,0.5,0,0.3200000000000001,0.3200000000000001,0.3200000000000001,0.3200000000000001,-0.3200000000000001,0.3200000000000001,0.4,0.4,1,1,1,1,
0.35,0.291999998743248,0.01600013873004301,0.2883999987185451,0.02000017341255368,0.2683599990990485,0.05000043353138432,0,0.3200000000000001,0,0.4,0,1,0.3200000000000001,0,-0.3200000000000001,0.3200000000000001,0.5,0.3200000000000001,0.4,0,-0.4,0.4,2.5,0.4,1,0,-1,0,0,0.25,2,0,0,1,1,0.5,-1,-1,1,1,0.4,1.004947025823832e-264,1.485397064940387e-313,0,1,1,0,0,0.4,2,0,1,1,1,1,-1,2.5,0.4,1,1,1,0.4,1.004947025823832e-264,0,0.4,0.4,0.4,0.4,-0.4,0.5,0.3200000000000001,0.4,0.4,0.4,0.3200000000000001,1.485397064940387e-313,0,0.3200000000000001,0.3200000000000001,0.3200000000000001,0.3200000000000001,-0.3200000000000001,0.3200000000000001,0.4,0.4,1,1,1,1,
0.3500000007450581,0.291999998743248,0.01600013896846159,0.2883999987185451,0.02000017371057691,0.2683599990990485,0.05000043427644238,0,0.3200000000000001,0,0.4,0,1,0.3200000000000001,0,-0.3200000000000001,0.3200000000000001,0.5,0.3200000000000001,0.4,0,-0.4,0.4,2.5,0.4,1,0,-1,0,0,0.25,2,0,0,1,1,0.5,-1,-1,1,1,0.4,1.004947025823832e-264,1.485397064940387e-313,0,1,1,0,0,0.4,2,0,1,1,1,1,-1,2.5,0.4,1,1,1,0.4,1.004947025823832e-264,0,0.4,0.4,0.4,0.4,-0.4,0.5,0.3200000000000001,0.4,0.4,0.4,0.3200000000000001,1.485397064940387e-313,0,0.3200000000000001,0.3200000000000001,0.3200000000000001,0.3200000000000001,-0.3200000000000001,0.3200000000000001,0.4,0.4,1,1,1,1,
0.4500000007450581,0.291999998743248,0.04800013896846159,0.2883999987185451,0.06000017371057689,0.2683599990990485,0.1500004342764423,0,0.3200000000000001,0,0.4,0,1,0.3200000000000001,0,-0.3200000000000001,0.3200000000000001,0.5,0.3200000000000001,0.4,0,-0.4,0.4,2.5,0.4,1,0,-1,0,0,0.25,2,0,0,1,1,0.5,-1,-1,1,1,0.4,0.02000017371057691,0.5,0,1,1,0,0,0.4,2,0,1,1,1,1,-1,2.5,0.4,1,1,1,0.4,0.02000017371057691,0,0.4,0.4,0.4,0.4,-0.4,0.5,0.3200000000000001,0.4,0.4,0.4,0.3200000000000001,0.5,0,0.3200000000000001,0.3200000000000001,0.3200000000000001,0.3200000000000001,-0.3200000000000001,0.3200000000000001,0.4,0.4,1,1,1,1,
0.4999999999999999,0.291999998743248,0.06400013873004302,0.2883999987185451,0.08000017341255367,0.2683599990990485,0.2000004335313843,0,0.3200000000000001,0,0.4,0,1,0.3200000000000001,0,-0.3200000000000001,0.3200000000000001,0.5,0.3200000000000001,0.4,0,-0.4,0.4,2.5,0.4,1,0,-1,0,0,0.25,2,0,0,1,1,0.5,-1,-1,1,1,0.4,0.06000017371057689,0.5,0,1,1,0,0,0.4,2,0,1,1,1,1,-1,2.5,0.4,1,1,1,0.4,0.06000017371057689,0,0.4,0.4,0.4,0.4,-0.4,0.5,0.3200000000000001,0.4,0.4,0.4,0.3200000000000001,0.5,0,0.3200000000000001,0.3200000000000001,0.3200000000000001,0.3200000000000001,-0.3200000000000001,0.3200000000000001,0.4,0.4,1,1,1,1,
0.500000000745058,0.291999998743248,0.0640001389684616,0.2883999987185451,0.0800001737105769,0.2683599990990485,0.2000004342764423,0,0.3200000000000001,0,0.4,0,1,0.3200000000000001,0,-0.3200000000000001,0.3200000000000001,0.5,0.3200000000000001,0.4,0,-0.4,0.4,2.5,0.4,1,0,-1,0,0,0.25,2,0,0,1,1,0.5,-1,-1,1,1,0.4,0.0800001737105769,0.5,0,1,1,0,0,0.4,2,0,1,1,1,1,-1,2.5,0.4,1,1,1,0.4,0.0800001737105769,0,0.4,0.4,0.4,0.4,-0.4,0.5,0.3200000000000001,0.4,0.4,0.4,0.3200000000000001,0.5,0,0.3200000000000001,0.3200000000000001,0.3200000000000001,0.3200000000000001,-0.3200000000000001,0.3200000000000001,0.4,0.4,1,1,1,1,
0.5500000007450581,0.291999998743248,0.08000013896846161,0.2883999987185451,0.1000001737105769,0.2683599990990485,0.2500004342764424,0,0.3200000000000001,0,0.4,0,1,0.3200000000000001,0,-0.3200000000000001,0.3200000000000001,0.5,0.3200000000000001,0.4,0,-0.4,0.4,2.5,0.4,1,0,-1,0,0,0.25,2,0,0,1,1,0.5,-1,-1,1,1,0.4,1.004947025823832e-264,1.485397064940387e-313,0,1,1,0,0,0.4,2,0,1,1,1,1,-1,2.5,0.4,1,1,1,0.4,1.004947025823832e-264,0,0.4,0.4,0.4,0.4,-0.4,0.5,0.3200000000000001,0.4,0.4,0.4,0.3200000000000001,1.485397064940387e-313,0,0.3200000000000001,0.3200000000000001,0.3200000000000001,0.3200000000000001,-0.3200000000000001,0.3200000000000001,0.4,0.4,1,1,1,1,
0.650000000745058,0.291999998743248,0.1120001389684616,0.2883999987185451,0.1400001737105769,0.2683599990990485,0.3500004342764423,0,0.3200000000000001,0,0.4,0,1,0.3200000000000001,0,-0.3200000000000001,0.3200000000000001,0.5,0.3200000000000001,0.4,0,-0.4,0.4,2.5,0.4,1,0,-1,0,0,0.25,2,0,0,1,1,0.5,-1,-1,1,1,0.4,0.1000001737105769,0.5,0,1,1,0,0,0.4,2,0,1,1,1,1,-1,2.5,0.4,1,1,1,0.4,0.1000001737105769,0,0.4,0.4,0.4,0.4,-0.4,0.5,0.3200000000000001,0.4,0.4,0.4,0.3200000000000001,0.5,0,0.3200000000000001,0.3200000000000001,0.3200000000000001,0.3200000000000001,-0.3200000000000001,0.3200000000000001,0.4,0.4,1,1,1,1,
0.750000000745058,0.291999998743248,0.1440001389684616,0.2883999987185451,0.1800001737105769,0.2683599990990485,0.4500004342764423,0,0.3200000000000001,0,0.4,0,1,0.3200000000000001,0,-0.3200000000000001,0.3200000000000001,0.5,0.3200000000000001,0.4,0,-0.4,0.4,2.5,0.4,1,0,-1,0,0,0.25,2,0,0,1,1,0.5,-1,-1,1,1,0.4,0.1400001737105769,0.5,0,1,1,0,0,0.4,2,0,1,1,1,1,-1,2.5,0.4,1,1,1,0.4,0.1400001737105769,0,0.4,0.4,0.4,0.4,-0.4,0.5,0.3200000000000001,0.4,0.4,0.4,0.3200000000000001,0.5,0,0.3200000000000001,0.3200000000000001,0.3200000000000001,0.3200000000000001,-0.3200000000000001,0.3200000000000001,0.4,0.4,1,1,1,1,
